Hours Studied,Previous Scores,Extracurricular Activities,Sleep Hours,Sample Question Papers Practiced,extra_yn,study_efficiency,practice_ratio,study_sleep_ratio,conditioned_study,focus_index,growth_potential,effort_result_ratio,learning_engagement,balance_score,prediction
9,78,No,7,4,0,8.666666666666666,0.4444444444444444,1.2857142857142858,16.11809565095832,9.0,0.11538461538461539,6.0,13.0,0.7,71.748085
5,87,Yes,6,7,1,17.4,1.4,0.8333333333333334,10.75055681536833,2.5,0.05747126436781609,7.25,11.5,2.0,61.193996
8,98,Yes,5,9,1,12.25,1.125,1.6,10.986122886681098,4.0,0.08163265306122448,5.764705882352941,16.5,1.1111111111111112,70.83934
1,48,Yes,7,3,1,48.0,3.0,0.14285714285714285,4.852030263919617,0.5,0.020833333333333332,12.0,3.5,7.0,24.895397
8,56,No,4,5,0,7.0,0.625,2.0,8.788898309344878,8.0,0.14285714285714285,4.3076923076923075,13.0,0.4444444444444444,57.018612
7,56,No,8,4,0,8.0,0.5714285714285714,0.875,16.635532333438686,7.0,0.125,5.090909090909091,11.0,1.0,61.268414
8,98,No,4,9,0,12.25,1.125,2.0,8.788898309344878,8.0,0.08163265306122448,5.764705882352941,17.0,0.4444444444444444,66.834404
4,77,Yes,9,7,1,19.25,1.75,0.4444444444444444,14.484941211906902,2.0,0.05194805194805195,7.0,10.5,3.6,54.494625
7,85,No,8,8,0,12.142857142857142,1.1428571428571428,0.875,16.635532333438686,7.0,0.08235294117647059,5.666666666666667,15.0,1.0,69.57194
3,69,No,4,2,0,23.0,0.6666666666666666,0.75,5.545177444479562,3.0,0.043478260869565216,13.8,5.0,1.0,39.065563
5,66,Yes,4,7,1,13.2,1.4,1.25,7.16703787691222,2.5,0.07575757575757576,5.5,11.5,1.3333333333333333,56.005367
2,55,Yes,6,5,1,27.5,2.5,0.3333333333333333,6.591673732008657,1.0,0.03636363636363636,7.857142857142857,6.5,4.0,37.935295
1,62,Yes,7,3,1,62.0,3.0,0.14285714285714285,4.852030263919617,0.5,0.016129032258064516,15.5,3.5,7.0,40.48982
9,61,No,4,8,0,6.777777777777778,0.8888888888888888,2.25,9.210340371976184,9.0,0.14754098360655737,3.588235294117647,17.0,0.4,65.76735
2,66,No,4,3,0,33.0,1.5,0.5,4.394449154672438,2.0,0.030303030303030304,13.2,5.0,1.3333333333333333,39.887646
5,41,No,4,8,0,8.2,1.6,1.25,7.16703787691222,5.0,0.12195121951219512,3.1538461538461537,13.0,0.6666666666666666,41.395725
2,65,No,7,2,0,32.5,1.0,0.2857142857142857,7.690286020676767,2.0,0.03076923076923077,16.25,4.0,2.3333333333333335,41.766438
6,67,Yes,5,2,1,11.166666666666666,0.3333333333333333,1.2,9.729550745276565,3.0,0.08955223880597014,8.375,7.5,1.4285714285714286,55.192013
5,58,Yes,7,2,1,11.6,0.4,0.7142857142857143,12.542316284596385,2.5,0.08620689655172414,8.285714285714286,6.5,2.3333333333333335,51.493687
2,59,No,7,5,0,29.5,2.5,0.2857142857142857,7.690286020676767,2.0,0.03389830508474576,8.428571428571429,7.0,2.3333333333333335,37.00587
7,69,No,5,3,0,9.857142857142858,0.42857142857142855,1.4,10.39720770839918,7.0,0.10144927536231885,6.9,10.0,0.625,54.84404
4,42,No,6,0,0,10.5,0.0,0.6666666666666666,9.656627474604601,4.0,0.09523809523809523,10.5,4.0,1.2,35.75412
4,85,No,5,3,0,21.25,0.75,0.8,8.047189562170502,4.0,0.047058823529411764,12.142857142857142,7.0,1.0,47.321438
1,78,No,8,0,0,78.0,0.0,0.125,5.545177444479562,1.0,0.01282051282051282,78.0,1.0,4.0,75.02828
9,67,Yes,7,4,1,7.444444444444445,0.4444444444444444,1.2857142857142858,16.11809565095832,4.5,0.13432835820895522,5.153846153846154,12.5,1.4,66.86906
2,90,No,6,0,0,45.0,0.0,0.3333333333333333,6.591673732008657,2.0,0.022222222222222223,45.0,2.0,2.0,55.98171
5,96,No,7,7,0,19.2,1.4,0.7142857142857143,12.542316284596385,5.0,0.052083333333333336,8.0,12.0,1.1666666666666667,59.55678
6,59,Yes,7,9,1,9.833333333333334,1.5,0.8571428571428571,13.621371043387192,3.0,0.1016949152542373,3.933333333333333,14.5,2.0,60.956753
5,73,Yes,7,5,1,14.6,1.0,0.7142857142857143,12.542316284596385,2.5,0.0684931506849315,7.3,9.5,2.3333333333333335,56.9323
4,97,No,7,7,0,24.25,1.75,0.5714285714285714,11.266065387038703,4.0,0.041237113402061855,8.818181818181818,11.0,1.4,56.51363
8,73,No,4,1,0,9.125,0.125,2.0,8.788898309344878,8.0,0.1095890410958904,8.11111111111111,9.0,0.4444444444444444,55.417736
7,92,No,6,4,0,13.142857142857142,0.5714285714285714,1.1666666666666667,12.476649250079014,7.0,0.07608695652173914,8.363636363636363,11.0,0.75,61.949764
8,59,No,9,0,0,7.375,0.0,0.8888888888888888,19.775021196025975,8.0,0.13559322033898305,7.375,8.0,1.0,65.56677
5,94,Yes,8,9,1,18.8,1.8,0.625,14.33407575382444,2.5,0.05319148936170213,6.714285714285714,13.5,2.6666666666666665,64.66172
7,58,No,8,6,0,8.285714285714286,0.8571428571428571,0.875,16.635532333438686,7.0,0.1206896551724138,4.461538461538462,13.0,1.0,63.431087
2,84,Yes,8,0,1,42.0,0.0,0.25,8.788898309344876,1.0,0.023809523809523808,42.0,1.5,5.333333333333333,49.97089
6,43,Yes,6,8,1,7.166666666666667,1.3333333333333333,1.0,11.675460894331879,3.0,0.13953488372093023,3.0714285714285716,13.5,1.7142857142857142,56.43442
2,94,Yes,5,2,1,47.0,1.0,0.4,5.493061443340547,1.0,0.02127659574468085,23.5,3.5,3.3333333333333335,64.3153
8,86,Yes,8,8,1,10.75,1.0,1.0,17.577796618689757,4.0,0.09302325581395349,5.375,15.5,1.7777777777777777,72.13617
3,72,No,6,5,0,24.0,1.6666666666666667,0.5,8.317766166719343,3.0,0.041666666666666664,9.0,8.0,1.5,43.638313
5,41,Yes,9,6,1,8.2,1.2,0.5555555555555556,16.125835223052494,2.5,0.12195121951219512,3.727272727272727,10.5,3.0,51.01271
4,81,No,7,9,0,20.25,2.25,0.5714285714285714,11.266065387038703,4.0,0.04938271604938271,6.230769230769231,13.0,1.4,53.065407
4,64,Yes,9,8,1,16.0,2.0,0.4444444444444444,14.484941211906902,2.0,0.0625,5.333333333333333,11.5,3.6,51.378155
6,54,Yes,8,7,1,9.0,1.1666666666666667,0.75,15.567281192442506,3.0,0.1111111111111111,4.153846153846154,12.5,2.2857142857142856,59.09286
3,63,No,6,1,0,21.0,0.3333333333333333,0.5,8.317766166719343,3.0,0.047619047619047616,15.75,4.0,1.5,39.584183
6,70,No,7,7,0,11.666666666666666,1.1666666666666667,0.8571428571428571,13.621371043387192,6.0,0.08571428571428572,5.384615384615385,13.0,1.0,58.712673
7,45,Yes,7,2,1,6.428571428571429,0.2857142857142857,1.0,14.55609079175885,3.5,0.15555555555555556,5.0,8.5,1.75,56.021404
4,57,Yes,7,2,1,14.25,0.5,0.5714285714285714,11.266065387038703,2.0,0.07017543859649122,9.5,5.5,2.8,47.244465
4,90,Yes,9,8,1,22.5,2.0,0.4444444444444444,14.484941211906902,2.0,0.044444444444444446,7.5,11.5,3.6,58.618435
7,55,Yes,7,1,1,7.857142857142857,0.14285714285714285,1.0,14.55609079175885,3.5,0.12727272727272726,6.875,7.5,1.75,56.69047
4,66,No,8,0,0,16.5,0.0,0.5,12.875503299472802,4.0,0.06060606060606061,16.5,4.0,1.6,46.27335
8,85,No,6,9,0,10.625,1.125,1.3333333333333333,13.183347464017316,8.0,0.09411764705882353,5.0,17.0,0.6666666666666666,70.26045
2,49,No,4,8,0,24.5,4.0,0.5,4.394449154672438,2.0,0.04081632653061224,4.9,10.0,1.3333333333333333,28.054775
5,62,No,6,9,0,12.4,1.8,0.8333333333333334,10.75055681536833,5.0,0.08064516129032258,4.428571428571429,14.0,1.0,51.177906
4,52,No,4,1,0,13.0,0.25,1.0,6.437751649736401,4.0,0.07692307692307693,10.4,5.0,0.8,35.206593
2,61,Yes,9,9,1,30.5,4.5,0.2222222222222222,9.887510598012986,1.0,0.03278688524590164,5.545454545454546,10.5,6.0,29.664204
9,62,Yes,7,5,1,6.888888888888889,0.5555555555555556,1.2857142857142858,16.11809565095832,4.5,0.14516129032258066,4.428571428571429,13.5,1.4,67.29647
1,74,No,4,1,0,74.0,1.0,0.25,2.772588722239781,1.0,0.013513513513513514,37.0,2.0,2.0,72.384766
1,42,Yes,9,7,1,42.0,7.0,0.1111111111111111,6.238324625039508,0.5,0.023809523809523808,5.25,7.5,9.0,-5.295599
6,41,Yes,6,0,1,6.833333333333333,0.0,1.0,11.675460894331879,3.0,0.14634146341463414,6.833333333333333,5.5,1.7142857142857142,49.429523
1,88,No,5,9,0,88.0,9.0,0.2,3.4657359027997265,1.0,0.011363636363636364,8.8,10.0,2.5,67.50992
3,71,Yes,5,9,1,23.666666666666668,3.0,0.6,6.931471805599453,1.5,0.04225352112676056,5.916666666666667,11.5,2.5,51.874622
5,72,No,7,0,0,14.4,0.0,0.7142857142857143,12.542316284596385,5.0,0.06944444444444445,14.4,5.0,1.1666666666666667,49.317253
5,55,Yes,4,9,1,11.0,1.8,1.25,7.16703787691222,2.5,0.09090909090909091,3.9285714285714284,13.5,1.3333333333333333,54.9528
4,95,Yes,9,5,1,23.75,1.25,0.4444444444444444,14.484941211906902,2.0,0.042105263157894736,10.555555555555555,8.5,3.6,58.499798
3,95,Yes,4,9,1,31.666666666666668,3.0,0.75,5.545177444479562,1.5,0.031578947368421054,7.916666666666667,11.5,2.0,62.24438
1,41,Yes,8,8,1,41.0,8.0,0.125,5.545177444479562,0.5,0.024390243902439025,4.555555555555555,8.5,8.0,-1.934308
8,53,No,8,2,0,6.625,0.25,1.0,17.577796618689757,8.0,0.1509433962264151,5.3,10.0,0.8888888888888888,64.09723
4,95,No,9,6,0,23.75,1.5,0.4444444444444444,14.484941211906902,4.0,0.042105263157894736,9.5,10.0,1.8,59.288937
9,94,Yes,7,5,1,10.444444444444445,0.5555555555555556,1.2857142857142858,16.11809565095832,4.5,0.09574468085106383,6.714285714285714,13.5,1.4,71.256966
7,69,Yes,5,8,1,9.857142857142858,1.1428571428571428,1.4,10.39720770839918,3.5,0.10144927536231885,4.6,14.5,1.25,63.24744
6,59,Yes,4,5,1,9.833333333333334,0.8333333333333334,1.5,7.783640596221253,3.0,0.1016949152542373,5.363636363636363,10.5,1.1428571428571428,55.471653
6,95,No,6,9,0,15.833333333333334,1.5,1.0,11.675460894331879,6.0,0.06315789473684211,6.333333333333333,15.0,0.8571428571428571,62.620426
9,70,Yes,8,2,1,7.777777777777778,0.2222222222222222,1.125,18.420680743952367,4.5,0.12857142857142856,6.363636363636363,10.5,1.6,66.666756
8,46,No,9,0,0,5.75,0.0,0.8888888888888888,19.775021196025975,8.0,0.17391304347826086,5.75,8.0,1.0,63.756702
4,94,Yes,8,3,1,23.5,0.75,0.5,12.875503299472802,2.0,0.0425531914893617,13.428571428571429,6.5,3.2,57.632793
7,52,No,4,4,0,7.428571428571429,0.5714285714285714,1.75,8.317766166719343,7.0,0.1346153846153846,4.7272727272727275,11.0,0.5,50.537483
7,89,Yes,4,5,1,12.714285714285714,0.7142857142857143,1.75,8.317766166719343,3.5,0.07865168539325842,7.416666666666667,11.5,1.0,62.600193
8,95,Yes,9,6,1,11.875,0.75,0.8888888888888888,19.775021196025975,4.0,0.08421052631578947,6.785714285714286,13.5,2.0,72.72523
5,91,No,9,4,0,18.2,0.8,0.5555555555555556,16.125835223052494,5.0,0.054945054945054944,10.11111111111111,9.0,1.5,60.750813
5,43,Yes,7,0,1,8.6,0.0,0.7142857142857143,12.542316284596385,2.5,0.11627906976744186,8.6,4.5,2.3333333333333335,46.754047
7,54,Yes,7,1,1,7.714285714285714,0.14285714285714285,1.0,14.55609079175885,3.5,0.12962962962962962,6.75,7.5,1.75,56.531338
3,91,Yes,8,5,1,30.333333333333332,1.6666666666666667,0.375,11.090354888959125,1.5,0.03296703296703297,11.375,7.5,4.0,54.21206
9,47,No,5,2,0,5.222222222222222,0.2222222222222222,1.8,11.51292546497023,9.0,0.19148936170212766,4.2727272727272725,11.0,0.5,60.444485
2,93,No,6,4,0,46.5,2.0,0.3333333333333333,6.591673732008657,2.0,0.021505376344086023,15.5,6.0,2.0,55.760677
7,48,No,9,1,0,6.857142857142857,0.14285714285714285,0.7777777777777778,18.71497387511852,7.0,0.14583333333333334,6.0,8.0,1.125,59.752384
6,96,Yes,5,9,1,16.0,1.5,1.2,9.729550745276565,3.0,0.0625,6.4,14.5,1.4285714285714286,66.380196
7,74,Yes,8,7,1,10.571428571428571,1.0,0.875,16.635532333438686,3.5,0.0945945945945946,5.285714285714286,13.5,2.0,66.31031
1,91,No,6,1,0,91.0,1.0,0.16666666666666666,4.1588830833596715,1.0,0.01098901098901099,45.5,2.0,3.0,89.20172
7,58,Yes,6,4,1,8.285714285714286,0.5714285714285714,1.1666666666666667,12.476649250079014,3.5,0.1206896551724138,5.2727272727272725,10.5,1.5,58.871334
6,87,Yes,6,1,1,14.5,0.16666666666666666,1.0,11.675460894331879,3.0,0.06896551724137931,12.428571428571429,6.5,1.7142857142857142,58.798527
6,91,No,6,2,0,15.166666666666666,0.3333333333333333,1.0,11.675460894331879,6.0,0.06593406593406594,11.375,8.0,0.8571428571428571,56.07343
1,40,No,9,6,0,40.0,6.0,0.1111111111111111,6.238324625039508,1.0,0.025,5.714285714285714,7.0,4.5,17.083729
6,90,No,5,4,0,15.0,0.6666666666666666,1.2,9.729550745276565,6.0,0.06666666666666667,9.0,10.0,0.7142857142857143,55.15434
4,79,No,4,4,0,19.75,1.0,1.0,6.437751649736401,4.0,0.05063291139240506,9.875,8.0,0.8,44.23631
2,93,Yes,4,2,1,46.5,1.0,0.5,4.394449154672438,1.0,0.021505376344086023,23.25,3.5,2.6666666666666665,66.99865
3,43,Yes,5,5,1,14.333333333333334,1.6666666666666667,0.6,6.931471805599453,1.5,0.06976744186046512,5.375,7.5,2.5,40.765842
9,57,No,7,9,0,6.333333333333333,1.0,1.2857142857142858,16.11809565095832,9.0,0.15789473684210525,3.1666666666666665,18.0,0.7,74.38016
2,60,No,8,2,0,30.0,1.0,0.25,8.788898309344876,2.0,0.03333333333333333,15.0,4.0,2.6666666666666665,39.63597
5,40,No,4,5,0,8.0,1.0,1.25,7.16703787691222,5.0,0.125,4.0,10.0,0.6666666666666666,39.076
3,75,No,6,5,0,25.0,1.6666666666666667,0.5,8.317766166719343,3.0,0.04,9.375,8.0,1.5,44.752197
8,47,No,4,9,0,5.875,1.125,2.0,8.788898309344878,8.0,0.1702127659574468,2.764705882352941,17.0,0.4444444444444444,59.73338
8,66,No,6,9,0,8.25,1.125,1.3333333333333333,13.183347464017316,8.0,0.12121212121212122,3.8823529411764706,17.0,0.6666666666666666,67.614975
2,58,No,6,9,0,29.0,4.5,0.3333333333333333,6.591673732008657,2.0,0.034482758620689655,5.2727272727272725,11.0,2.0,33.90283
8,91,No,7,1,0,11.375,0.125,1.1428571428571428,15.380572041353537,8.0,0.08791208791208792,10.11111111111111,9.0,0.7777777777777778,65.77817
5,80,Yes,5,6,1,16.0,1.2,1.0,8.958797346140274,2.5,0.0625,7.2727272727272725,10.5,1.6666666666666667,58.68044
4,50,Yes,7,3,1,12.5,0.75,0.5714285714285714,11.266065387038703,2.0,0.08,7.142857142857143,6.5,2.8,45.798817
7,60,No,7,8,0,8.571428571428571,1.1428571428571428,1.0,14.55609079175885,7.0,0.11666666666666667,4.0,15.0,0.875,63.070164
6,46,Yes,9,5,1,7.666666666666667,0.8333333333333334,0.6666666666666666,17.51319134149782,3.0,0.13043478260869565,4.181818181818182,10.5,2.5714285714285716,56.67203
3,62,No,5,6,0,20.666666666666668,2.0,0.6,6.931471805599453,3.0,0.04838709677419355,6.888888888888889,9.0,1.25,38.64122
9,76,Yes,8,1,1,8.444444444444445,0.1111111111111111,1.125,18.420680743952367,4.5,0.11842105263157894,7.6,9.5,1.6,66.36312
2,72,Yes,8,4,1,36.0,2.0,0.25,8.788898309344876,1.0,0.027777777777777776,12.0,5.5,5.333333333333333,41.395695
9,54,Yes,5,7,1,6.0,0.7777777777777778,1.8,11.51292546497023,4.5,0.16666666666666666,3.375,15.5,1.0,65.3611
2,42,Yes,9,4,1,21.0,2.0,0.2222222222222222,9.887510598012986,1.0,0.047619047619047616,7.0,5.5,6.0,21.447117
8,92,No,6,7,0,11.5,0.875,1.3333333333333333,13.183347464017316,8.0,0.08695652173913043,6.133333333333334,15.0,0.6666666666666666,69.25116
6,41,No,8,8,0,6.833333333333333,1.3333333333333333,0.75,15.567281192442506,6.0,0.14634146341463414,2.9285714285714284,14.0,1.1428571428571428,56.549946
3,80,Yes,7,0,1,26.666666666666668,0.0,0.42857142857142855,9.704060527839234,1.5,0.0375,26.666666666666668,2.5,3.5,50.695873
3,40,Yes,9,9,1,13.333333333333334,3.0,0.3333333333333333,12.476649250079015,1.5,0.075,3.3333333333333335,11.5,4.5,34.529804
9,47,Yes,7,1,1,5.222222222222222,0.1111111111111111,1.2857142857142858,16.11809565095832,4.5,0.19148936170212766,4.7,9.5,1.4,61.255093
6,86,Yes,7,9,1,14.333333333333334,1.5,0.8571428571428571,13.621371043387192,3.0,0.06976744186046512,5.733333333333333,14.5,2.0,65.96923
5,74,Yes,7,1,1,14.8,0.2,0.7142857142857143,12.542316284596385,2.5,0.06756756756756757,12.333333333333334,5.5,2.3333333333333335,54.35915
1,99,No,7,3,0,99.0,3.0,0.14285714285714285,4.852030263919617,1.0,0.010101010101010102,24.75,4.0,3.5,92.20084
4,84,No,5,3,0,21.0,0.75,0.8,8.047189562170502,4.0,0.047619047619047616,12.0,7.0,1.0,47.042965
2,83,No,7,6,0,41.5,3.0,0.2857142857142857,7.690286020676767,2.0,0.024096385542168676,10.375,8.0,2.3333333333333335,49.899563
4,83,Yes,5,4,1,20.75,1.0,0.8,8.047189562170502,2.0,0.04819277108433735,10.375,7.5,2.0,56.329617
7,83,Yes,9,5,1,11.857142857142858,0.7142857142857143,0.7777777777777778,18.71497387511852,3.5,0.08433734939759036,6.916666666666667,11.5,2.25,66.96117
6,45,No,4,5,0,7.5,0.8333333333333334,1.5,7.783640596221253,6.0,0.13333333333333333,4.090909090909091,11.0,0.5714285714285714,45.23752
5,64,No,6,5,0,12.8,1.0,0.8333333333333334,10.75055681536833,5.0,0.078125,6.4,10.0,1.0,48.827526
3,70,Yes,8,3,1,23.333333333333332,1.0,0.375,11.090354888959125,1.5,0.04285714285714286,11.666666666666666,5.5,4.0,46.058617
7,80,Yes,9,5,1,11.428571428571429,0.7142857142857143,0.7777777777777778,18.71497387511852,3.5,0.0875,6.666666666666667,11.5,2.25,66.483795
9,41,Yes,5,7,1,4.555555555555555,0.7777777777777778,1.8,11.51292546497023,4.5,0.21951219512195122,2.5625,15.5,1.0,63.752155
2,60,Yes,9,4,1,30.0,2.0,0.2222222222222222,9.887510598012986,1.0,0.03333333333333333,10.0,5.5,6.0,31.472095
6,92,Yes,9,7,1,15.333333333333334,1.1666666666666667,0.6666666666666666,17.51319134149782,3.0,0.06521739130434782,7.076923076923077,12.5,2.5714285714285716,66.87024
7,83,Yes,4,2,1,11.857142857142858,0.2857142857142857,1.75,8.317766166719343,3.5,0.08433734939759036,9.222222222222221,8.5,1.0,58.878788
8,73,Yes,4,6,1,9.125,0.75,2.0,8.788898309344878,4.0,0.1095890410958904,5.214285714285714,13.5,0.8888888888888888,63.062656
6,99,Yes,5,3,1,16.5,0.5,1.2,9.729550745276565,3.0,0.06060606060606061,11.0,8.5,1.4285714285714286,61.96194
4,48,No,4,7,0,12.0,1.75,1.0,6.437751649736401,4.0,0.08333333333333333,4.363636363636363,11.0,0.8,37.11466
3,95,Yes,5,4,1,31.666666666666668,1.3333333333333333,0.6,6.931471805599453,1.5,0.031578947368421054,13.571428571428571,6.5,2.5,59.8951
3,69,Yes,4,1,1,23.0,0.3333333333333333,0.75,5.545177444479562,1.5,0.043478260869565216,17.25,3.5,2.0,51.165737
4,61,No,6,0,0,15.25,0.0,0.6666666666666666,9.656627474604601,4.0,0.06557377049180328,15.25,4.0,1.2,41.045082
9,50,No,7,8,0,5.555555555555555,0.8888888888888888,1.2857142857142858,16.11809565095832,9.0,0.18,2.9411764705882355,17.0,0.7,72.46755
6,52,Yes,8,9,1,8.666666666666666,1.5,0.75,15.567281192442506,3.0,0.11538461538461539,3.466666666666667,14.5,2.2857142857142856,60.37997
3,55,No,9,4,0,18.333333333333332,1.3333333333333333,0.3333333333333333,12.476649250079015,3.0,0.05454545454545454,7.857142857142857,7.0,2.25,41.534912
3,40,Yes,8,0,1,13.333333333333334,0.0,0.375,11.090354888959125,1.5,0.075,13.333333333333334,2.5,4.0,34.385384
9,50,Yes,7,5,1,5.555555555555555,0.5555555555555556,1.2857142857142858,16.11809565095832,4.5,0.18,3.5714285714285716,13.5,1.4,65.81129
7,83,Yes,9,8,1,11.857142857142858,1.1428571428571428,0.7777777777777778,18.71497387511852,3.5,0.08433734939759036,5.533333333333333,14.5,2.25,69.7278
3,80,No,5,9,0,26.666666666666668,3.0,0.6,6.931471805599453,3.0,0.0375,6.666666666666667,12.0,1.25,45.858887
3,67,Yes,9,0,1,22.333333333333332,0.0,0.3333333333333333,12.476649250079015,1.5,0.04477611940298507,22.333333333333332,2.5,4.5,42.951694
8,81,Yes,9,3,1,10.125,0.375,0.8888888888888888,19.775021196025975,4.0,0.09876543209876543,7.363636363636363,10.5,2.0,67.799995
9,40,Yes,8,9,1,4.444444444444445,1.0,1.125,18.420680743952367,4.5,0.225,2.2222222222222223,17.5,1.6,70.2774
9,67,No,4,9,0,7.444444444444445,1.0,2.25,9.210340371976184,9.0,0.13432835820895522,3.7222222222222223,18.0,0.4,67.55616
7,97,Yes,7,9,1,13.857142857142858,1.2857142857142858,1.0,14.55609079175885,3.5,0.07216494845360824,6.0625,15.5,1.75,70.7515
2,94,No,8,0,0,47.0,0.0,0.25,8.788898309344876,2.0,0.02127659574468085,47.0,2.0,2.6666666666666665,59.517994
5,56,No,9,5,0,11.2,1.0,0.5555555555555556,16.125835223052494,5.0,0.08928571428571429,5.6,10.0,1.5,53.652588
5,65,Yes,9,9,1,13.0,1.8,0.5555555555555556,16.125835223052494,2.5,0.07692307692307693,4.642857142857143,13.5,3.0,58.456318
5,59,Yes,9,0,1,11.8,0.0,0.5555555555555556,16.125835223052494,2.5,0.0847457627118644,11.8,4.5,3.0,50.828796
5,52,No,7,9,0,10.4,1.8,0.7142857142857143,12.542316284596385,5.0,0.09615384615384616,3.7142857142857144,14.0,1.1666666666666667,51.15255
9,45,No,5,8,0,5.0,0.8888888888888888,1.8,11.51292546497023,9.0,0.2,2.6470588235294117,17.0,0.5,66.4743
1,62,No,7,1,0,62.0,1.0,0.14285714285714285,4.852030263919617,1.0,0.016129032258064516,31.0,2.0,3.5,55.839436
6,41,Yes,8,4,1,6.833333333333333,0.6666666666666666,0.75,15.567281192442506,3.0,0.14634146341463414,4.1,9.5,2.2857142857142856,54.19185
4,56,Yes,7,3,1,14.0,0.75,0.5714285714285714,11.266065387038703,2.0,0.07142857142857142,8.0,6.5,2.8,47.469654
6,71,No,8,6,0,11.833333333333334,1.0,0.75,15.567281192442506,6.0,0.08450704225352113,5.916666666666667,12.0,1.1428571428571428,60.460987
2,42,No,7,9,0,21.0,4.5,0.2857142857142857,7.690286020676767,2.0,0.047619047619047616,3.8181818181818183,11.0,2.3333333333333335,25.645977
9,41,Yes,5,5,1,4.555555555555555,0.5555555555555556,1.8,11.51292546497023,4.5,0.21951219512195122,2.9285714285714284,13.5,1.0,61.659718
8,80,Yes,4,5,1,10.0,0.625,2.0,8.788898309344878,4.0,0.1,6.153846153846154,12.5,0.8888888888888888,63.045322
7,57,Yes,7,7,1,8.142857142857142,1.0,1.0,14.55609079175885,3.5,0.12280701754385964,4.071428571428571,13.5,1.75,62.542004
6,83,Yes,6,3,1,13.833333333333334,0.5,1.0,11.675460894331879,3.0,0.07228915662650602,9.222222222222221,8.5,1.7142857142857142,59.71433
2,65,No,9,9,0,32.5,4.5,0.2222222222222222,9.887510598012986,2.0,0.03076923076923077,5.909090909090909,11.0,3.0,39.764183
6,51,Yes,4,0,1,8.5,0.0,1.5,7.783640596221253,3.0,0.11764705882352941,8.5,5.5,1.1428571428571428,49.84049
9,60,Yes,9,3,1,6.666666666666667,0.3333333333333333,1.0,20.723265836946414,4.5,0.15,5.0,11.5,1.8,67.994194
1,87,Yes,4,4,1,87.0,4.0,0.25,2.772588722239781,0.5,0.011494252873563218,17.4,4.5,4.0,86.61495
1,47,Yes,8,8,1,47.0,8.0,0.125,5.545177444479562,0.5,0.02127659574468085,5.222222222222222,8.5,8.0,4.7490263
1,62,No,8,9,0,62.0,9.0,0.125,5.545177444479562,1.0,0.016129032258064516,6.2,10.0,4.0,35.37017
7,52,No,5,8,0,7.428571428571429,1.1428571428571428,1.4,10.39720770839918,7.0,0.1346153846153846,3.466666666666667,15.0,0.625,56.749928
5,93,No,7,1,0,18.6,0.2,0.7142857142857143,12.542316284596385,5.0,0.053763440860215055,15.5,6.0,1.1666666666666667,54.694565
5,92,No,8,6,0,18.4,1.2,0.625,14.33407575382444,5.0,0.05434782608695652,8.363636363636363,11.0,1.3333333333333333,60.169132
1,88,No,6,8,0,88.0,8.0,0.16666666666666666,4.1588830833596715,1.0,0.011363636363636364,9.777777777777779,9.0,3.0,68.876564
6,53,Yes,7,1,1,8.833333333333334,0.16666666666666666,0.8571428571428571,13.621371043387192,3.0,0.11320754716981132,7.571428571428571,6.5,2.0,53.20927
9,55,Yes,7,5,1,6.111111111111111,0.5555555555555556,1.2857142857142858,16.11809565095832,4.5,0.16363636363636364,3.9285714285714284,13.5,1.4,66.43011
